ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-827030,MapQuest-Bing,201.0,2,2018-10-10 07:52:32,2018-10-10 08:22:10,37.255466,-121.84985400000001,,,0.0,#2 lane blocked due to accident on CA-85 Northbound at Exits 5A 5B CA-87.,,Norman Y Mineta Hwy,R,San Jose,Santa Clara,CA,95123,US,US/Pacific,KRHV,2018-10-10 07:47:00,59.0,,72.0,29.79,10.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-209324,MapQuest,229.0,3,2016-09-24 16:55:39,2016-09-24 17:40:13,40.783321,-73.62293199999999,,,0.0,Slow traffic and two lane closed due to accident on I-495 Long Island Expy Westbound at Exit 39 Glen Cove Rd.,,Long Island Expy W,R,Old Westbury,Nassau,NY,11568,US,US/Eastern,KFRG,2016-09-24 16:53:00,70.0,,38.0,30.07,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-814250,MapQuest,241.0,3,2018-10-04 14:51:09,2018-10-04 15:20:49,33.968163,-118.16787,,,0.0,#2 lane blocked and right hand shoulder blocked due to debris on road and accident on I-710 Southbound at Exit 15 Florence Ave.,,Florence Ave,R,Bell Gardens,Los Angeles,CA,90201,US,US/Pacific,KCQT,2018-10-04 14:47:00,75.0,,60.0,29.94,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1128752,MapQuest,201.0,3,2018-05-10 07:11:39,2018-05-10 07:41:20,40.989391,-73.67456800000001,,,0.0,Accident on I-287 Cross Westchester Expy Eastbound before Exit 12 US-1 Boston Post Rd.,,Cross Westchester Expy W,R,Port Chester,Westchester,NY,10573,US,US/Eastern,KHPN,2018-05-10 06:56:00,54.0,,93.0,30.01,7.0,SE,6.9,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1630692,MapQuest,201.0,2,2017-09-18 16:59:57,2017-09-18 17:44:46,45.540184,-122.70520800000001,,,0.0,Accident on Nicolai St at 26th Ave.,2498.0,NW 26th Ave,R,Portland,Multnomah,OR,97210,US,US/Pacific,KVUO,2017-09-18 16:53:00,59.0,,67.0,29.81,10.0,SW,9.2,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1532515,MapQuest-Bing,229.0,3,2017-10-02 07:54:02,2017-10-02 08:23:37,39.044876,-94.385941,,,0.0,Slow traffic and left lane closed due to accident on I-70 Westbound at Exit 14 Lees Summit Rd.,,I-70 W,R,Independence,Jackson,MO,64055,US,US/Central,KLXT,2017-10-02 07:53:00,69.1,,90.0,29.94,10.0,South,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1513235,MapQuest,241.0,3,2017-11-21 14:48:46,2017-11-21 15:33:14,32.754658,-97.21642299999999,,,0.0,One lane blocked and left hand shoulder blocked due to accident on I-820 Northbound at Exits 28A-B 28B Brentwood Stair Rd.,,I-820 N,R,Fort Worth,Tarrant,TX,76112,US,US/Central,KFWD,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-867825,MapQuest,201.0,2,2018-10-30 15:20:33,2018-10-30 15:50:21,37.722927,-79.360359,,,0.0,Accident on 11th St at Orange Ave.,130.0,E 11th St,L,Buena Vista,Buena Vista,VA,24416-3304,US,US/Eastern,KLYH,2018-10-30 14:54:00,64.0,,35.0,30.15,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-223106,MapQuest,201.0,2,2017-01-10 15:28:31,2017-01-10 15:58:17,39.615902,-84.24587199999999,,,0.01,Accident on Medlar Rd at Benner Rd.,4000.0,Benner Rd,L,Miamisburg,Montgomery,OH,45342-4308,US,US/Eastern,KMGY,2017-01-10 15:53:00,46.0,38.0,79.0,29.75,10.0,South,21.9,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-802871,MapQuest,201.0,2,2018-09-30 11:11:11,2018-09-30 11:55:40,34.011852000000005,-117.43373100000001,,,0.0,Slow lane blocked due to accident on CA-60 Westbound at Exit 48 Valley Way.,,Pomona Fwy W,R,Riverside,Riverside,CA,92509,US,US/Pacific,KRAL,2018-09-30 10:53:00,82.9,,38.0,29.83,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1983418,Bing,,2,2019-02-04 14:34:04,2019-02-08 13:46:40,47.81718,-116.82936399999998,47.817190000000004,-116.83181699999999,0.114,At US-95/N Government Way - Accident. Snow on the road.,3316.0, W Highway 53,L,Rathdrum,Kootenai,ID,83858,US,US/Pacific,KCOE,2019-02-04 14:56:00,21.0,4.3,68.0,29.68,10.0,NNE,24.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1834423,Bing,,3,2016-05-23 06:40:14,2016-05-23 12:40:14,42.263220000000004,-71.57216,42.296009999999995,-71.47969,5.242000000000001,Between I-495/Exit 11 and RT-9/Exit 12 - Accident.,,I-90 E,R,Hopkinton,Middlesex,MA,01748,US,US/Eastern,KOWD,2016-05-23 06:53:00,48.9,,93.0,29.91,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-774235,MapQuest,201.0,2,2018-11-15 16:08:41,2018-11-15 16:38:22,42.195744,-87.95530699999999,,,0.0,Accident on IL-22 Half Day Rd both ways at Main St.,22901.0,N Main St,L,Lincolnshire,Lake,IL,60069,US,US/Central,KPWK,2018-11-15 15:52:00,35.1,30.1,82.0,29.96,4.0,SW,5.8,,Haze,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1184313,MapQuest,201.0,2,2018-04-06 17:19:22,2018-04-06 17:49:02,30.394092999999998,-97.747025,,,0.0,Accident on Great Hills Trl at Research Blvd.,,Great Hills Trl,R,Austin,Travis,TX,78759,US,US/Central,KATT,2018-04-06 16:51:00,82.9,,56.0,29.66,10.0,SSW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1585896,MapQuest,201.0,2,2017-10-27 07:26:14,2017-10-27 07:55:54,36.32925,-82.369652,,,0.0,Accident on Liberty Bell Blvd at US-11E Roan St.,,Liberty Bell Blvd,R,Johnson City,Washington,TN,37604,US,US/Eastern,KTRI,2017-10-27 07:53:00,34.0,,100.0,30.03,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1534432,MapQuest,241.0,3,2017-10-03 11:57:09,2017-10-03 12:41:29,40.002552,-83.11835500000001,,,3.43000006676,Right lane blocked due to accident on I-270 Outerbelt Southbound between Exits 13 13A 13B Cemetery Rd and Exit 10 Roberts Rd.,,Roberts Rd,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2017-10-03 11:47:00,73.4,,47.0,30.47,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-888787,MapQuest,241.0,3,2018-09-10 07:32:52,2018-09-10 08:02:33,38.786789,-90.533142,,,0.0,Lane blocked due to accident on I-70 Eastbound at Exit 227 Zumbehl Rd.,,I-70 W,R,Saint Charles,St. Charles,MO,63301,US,US/Central,KSTL,2018-09-10 07:51:00,62.1,,80.0,30.03,10.0,North,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-463035,MapQuest,201.0,2,2017-06-24 15:43:17,2017-06-24 16:13:00,33.871868,-117.70105,,,0.0,Traffic break and accident on CA-91 Westbound before Coal Canyon Rd.,,CA-91 W,R,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,2017-06-24 15:56:00,84.0,,49.0,29.86,10.0,West,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-542718,MapQuest,201.0,2,2019-03-20 18:39:02,2019-03-20 19:23:26,38.189869,-85.78130300000001,,,0.8399999737739999,Exit ramp from Watterson Expy Westbound to Taylor Blvd lane blocked due to accident.,,Henry Watterson Expy W,R,Louisville,Jefferson,KY,40215,US,US/Eastern,KSDF,2019-03-20 18:56:00,61.0,,26.0,30.01,10.0,SW,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-76325,MapQuest,201.0,2,2016-11-30 15:14:50,2016-11-30 15:59:35,34.018603999999996,-117.92006699999999,,,0.01,Accident on Azusa Ave near Gemini St.,101.0,N Azusa Ave,L,City Of Industry,Los Angeles,CA,91744-5157,US,US/Pacific,KEMT,2016-11-30 14:45:00,66.2,,19.0,29.99,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-151652,MapQuest,241.0,3,2016-11-16 04:14:11,2016-11-16 04:59:27,33.916046,-84.406662,,,0.01,Right lane blocked and right hand shoulder blocked due to accident on I-285 Westbound before Exit 24 Riverside Dr.,,GA-407 W,R,Atlanta,Fulton,GA,30327,US,US/Eastern,KMGE,2016-11-16 03:58:00,45.9,42.9,78.0,29.97,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1385458,MapQuest,201.0,2,2018-01-16 07:09:01,2018-01-16 08:08:49,33.566612,-112.22026100000001,,,0.0,Accident on US-60 Grand Ave Westbound at Olive Ave.,,N 75th Ave,R,Peoria,Maricopa,AZ,85345,US,US/Mountain,KGEU,2018-01-16 07:00:00,50.0,,66.0,30.13,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-938891,MapQuest,201.0,2,2018-08-03 11:29:55,2018-08-03 11:59:35,35.856159000000005,-78.641304,,,0.0,Accident on Millbrook Rd at Six Forks Rd.,5500.0,Six Forks Rd,R,Raleigh,Wake,NC,27609-3810,US,US/Eastern,KRDU,2018-08-03 11:24:00,73.0,,96.0,30.2,1.5,SSE,8.1,0.11,Heavy Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1871520,Bing,,2,2017-02-03 17:12:21,2017-02-03 23:12:21,39.68782,-104.96893,39.69004,-104.97343000000001,0.284,Between Downing St/Exit 206 and Emerson St/Exit 206B - Accident.,,S Franklin St,R,Denver,Denver,CO,80210,US,US/Mountain,KAPA,2017-02-03 16:53:00,28.0,22.8,75.0,30.11,8.0,NW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-992888,MapQuest,201.0,2,2018-08-30 18:27:08,2018-08-30 19:11:53,41.287483,-96.08144399999999,,,0.0,Accident on NE-64 Maple Rd Eastbound at 108th St.,,N 108th St,R,Omaha,Douglas,NE,68164,US,US/Central,KMLE,2018-08-30 18:35:00,82.4,,64.0,29.91,10.0,SE,13.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-118438,MapQuest,201.0,2,2016-12-16 11:16:20,2016-12-16 12:01:06,28.455538,-82.630844,,,0.0,Accident on Pepper St at Wendy Ct.,1404.0,Wendy Ct,R,Spring Hill,Hernando,FL,34607-3943,US,US/Eastern,KBKV,2016-12-16 10:53:00,62.1,,62.0,30.26,10.0,ENE,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-29965,MapQuest,245.0,2,2016-09-05 01:41:00,2016-09-05 02:26:00,37.339455,-121.852043,,,0.0,Two lanes blocked due to accident on US-101 Northbound at Exits 385A 385B I-680.,,I-680 N,R,San Jose,Santa Clara,CA,95122,US,US/Pacific,KRHV,2016-09-05 06:55:00,51.8,,82.0,29.86,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1317380,MapQuest,201.0,2,2018-02-09 19:39:13,2018-02-09 20:09:04,29.665333,-95.525482,,,0.0,Accident on Creekbend Dr at Braes Bend Dr.,8398.0,Creekbend Dr,L,Houston,Harris,TX,77071-1146,US,US/Central,KMCJ,2018-02-09 18:35:00,69.8,,94.0,30.0,8.0,SE,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-519539,MapQuest,201.0,2,2019-03-06 08:25:08,2019-03-06 09:09:53,32.237865,-110.857918,,,0.0,Accident on Wilmot Rd at El Dorado Pl.,6298.0,E Bellevue St,R,Tucson,Pima,AZ,85712-5111,US,US/Mountain,KDMA,2019-03-06 07:58:00,54.3,,50.0,29.99,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-738671,MapQuest,201.0,2,2018-10-31 06:39:26,2018-10-31 07:09:02,39.980274,-82.83625,,,0.0,Accident pedestrian involved on OH-16 Broad St at McNaughten Rd.,6200.0,E Broad St,L,Columbus,Franklin,OH,43213-1572,US,US/Eastern,KCMH,2018-10-31 06:51:00,59.0,,72.0,29.9,10.0,South,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1018732,MapQuest,201.0,3,2018-07-14 17:30:47,2018-07-14 18:15:18,41.358311,-75.05524399999999,,,0.0,Restrictions due to accident on I-84 Westbound before Exit 34 PA-739.,,I-84 W,R,Greeley,Pike,PA,18425,US,US/Eastern,KMSV,2018-07-14 17:56:00,86.0,,49.0,30.04,10.0,WSW,6.9,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1526366,MapQuest,201.0,2,2017-11-28 07:51:25,2017-11-28 08:21:16,36.272240000000004,-86.68956,,,0.0,Accident on Myatt Dr at Anderson Ln.,398.0,Myatt Dr,L,Madison,Davidson,TN,37115-3023,US,US/Central,KBNA,2017-11-28 07:53:00,44.1,41.5,63.0,30.25,10.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2008645,Bing,,2,2019-01-19 02:32:35,2019-01-19 06:32:35,44.93707,-117.84048,44.971831,-117.878551,3.0389999999999997,At US-30/OR-237/Exit 285 - Accident.,,I-84 W,R,Haines,Baker,OR,97833,US,US/Pacific,KBKE,2019-01-19 02:53:00,34.0,23.4,92.0,30.24,8.0,East,17.3,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-461452,MapQuest-Bing,241.0,3,2017-06-17 02:28:16,2017-06-17 02:57:30,33.856533,-118.28460700000001,,,0.0,#2 3 4 5 lane blocked due to accident on I-110 Northbound at Exit 9 I-405. SigAlert issued.,,Harbor Fwy N,R,Gardena,Los Angeles,CA,90248,US,US/Pacific,KHHR,2017-06-17 02:46:00,66.0,,87.0,29.89,10.0,SE,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-932637,MapQuest,201.0,2,2018-07-31 05:42:36,2018-07-31 06:12:27,47.677776,-122.360504,,,0.0,Accident on 3rd Ave at 67th St.,301.0,NW 67th St,L,Seattle,King,WA,98117-5034,US,US/Pacific,KBFI,2018-07-31 05:53:00,61.0,,83.0,30.03,10.0,Variable,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-108988,MapQuest,201.0,3,2016-05-24 19:21:54,2016-05-24 20:06:54,33.983086,-117.34303999999999,,,0.01,Right hand shoulder blocked due to accident on I-215 Southbound near Exit 33 Blaine St.,,3rd St,R,Riverside,Riverside,CA,92507,US,US/Pacific,KRAL,2016-05-24 18:53:00,66.0,,54.0,29.95,10.0,West,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1085493,MapQuest,201.0,3,2018-06-19 01:57:31,2018-06-19 02:29:00,39.755287,-105.012543,,,0.0,Accident on I-25 Northbound at Exits 211 212A 212B Speer Blvd.,,US-6 E,R,Denver,Denver,CO,80211,US,US/Mountain,KBJC,2018-06-19 01:52:00,60.8,,94.0,30.13,10.0,ESE,8.1,,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1230235,MapQuest,201.0,2,2018-04-28 15:02:44,2018-04-28 15:32:23,30.248409000000002,-81.593506,,,0.0,Accident on FL-202 J Turner Butler Blvd Eastbound at I-95.,,I-95 S,R,Jacksonville,Duval,FL,32256,US,US/Eastern,KNIP,2018-04-28 14:53:00,82.9,,36.0,29.92,10.0,NNE,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-579253,MapQuest,201.0,2,2019-02-05 08:52:26,2019-02-05 09:22:06,37.416481,-76.535851,,,0.0,Accident on US-17-BR Main St Northbound at Roaring Springs Rd.,6311.0,Main St,R,Gloucester,Gloucester,VA,23061-5166,US,US/Eastern,KFYJ,2019-02-05 08:55:00,44.1,,88.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-675573,MapQuest,201.0,2,2019-01-25 07:35:11,2019-01-25 08:07:00,39.653362,-105.18146499999999,,,0.0,Accident on CO-470 Westbound at CO-8 Morrison Rd.,,CO-470 E,R,Morrison,Jefferson,CO,80465,US,US/Mountain,KBJC,2019-01-25 07:47:00,19.4,14.3,74.0,30.09,50.0,SE,3.5,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-867762,MapQuest,201.0,2,2018-10-30 07:45:11,2018-10-30 08:14:45,35.221321,-80.81854200000001,,,0.0,Accident on Central Ave at Hawthorne Ln.,909.0,Hawthorne Ln,L,Charlotte,Mecklenburg,NC,28204-2111,US,US/Eastern,KCLT,2018-10-30 07:52:00,39.9,37.8,93.0,30.24,9.0,Variable,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-745591,MapQuest,241.0,3,2018-11-03 18:45:06,2018-11-03 19:14:38,34.037216,-118.28400400000001,,,0.0,#1 #2 lane blocked due to accident on I-10 Eastbound at Exit 13A Hoover St. SigAlert issued.,,S Hoover St,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2018-11-03 18:47:00,73.9,,41.0,29.91,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-531422,MapQuest,201.0,3,2019-03-13 17:23:32,2019-03-13 17:53:08,44.892628,-93.275276,,,4.78999996185,Accident on I-35W between Exit 13 Stevens Ave and Exits 11 12 12B MN-62.,,I-35W S,R,Minneapolis,Hennepin,MN,55419,US,US/Central,KMSP,2019-03-13 17:34:00,39.0,32.3,100.0,29.42,2.0,ESE,10.4,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-549473,MapQuest,201.0,2,2019-03-22 20:57:35,2019-03-22 21:42:10,38.448608,-122.725555,,,0.0,Middle lane blocked due to accident on US-101 Northbound before Exit 490 College Ave.,,Redwood Hwy N,R,Santa Rosa,Sonoma,CA,95401,US,US/Pacific,KSTS,2019-03-22 20:53:00,53.1,,100.0,30.09,2.5,SE,8.1,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1159202,MapQuest,201.0,2,2018-05-24 13:12:55,2018-05-24 13:57:35,28.017891,-82.236458,,,0.0,Accident on US-92 at Gallagher Rd.,13100.0,E US Highway 92,L,Dover,Hillsborough,FL,33527-4108,US,US/Eastern,KPCM,,,,,,,,,,,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1891829,Bing,,2,2017-03-08 07:09:06,2017-03-08 13:09:06,35.22313,-80.72497,35.22318,-80.72485999999999,0.006999999999999999,At NC-24/E Harris Blvd/WT Harris Blvd - Accident.,7100.0, E W.T. Harris Blvd,R,Charlotte,Mecklenburg,NC,28212,US,US/Eastern,KCLT,2017-03-08 06:52:00,55.0,,57.0,30.22,10.0,North,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-726270,MapQuest,201.0,3,2018-12-20 23:32:13,2018-12-21 00:02:03,33.790413,-118.09935800000001,,,0.0,Accident on I-405 Southbound at Exit 24B Studebaker Rd.,,San Diego Fwy S,R,Long Beach,Los Angeles,CA,90815,US,US/Pacific,KLGB,2018-12-20 23:53:00,55.9,,84.0,30.01,10.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-183144,MapQuest,201.0,2,2017-01-20 10:05:15,2017-01-20 10:35:04,43.023556,-83.73226899999999,,,0.01,Accident on Ballenger Hwy at Hatherly Ave.,2594.0,Hatherly Ave,R,Flint,Genesee,MI,48504-4452,US,US/Eastern,KFNT,2017-01-20 09:53:00,34.0,27.2,96.0,29.71,1.5,NE,8.1,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1905405,Bing,,2,2017-03-14 18:38:43,2017-03-15 00:38:43,32.642219,-116.774748,32.642219,-116.774748,0.0,At CA-188/Tecate Rd - Accident.,17199.0, Highway 94,R,Dulzura,San Diego,CA,91917,US,US/Pacific,KSDM,2017-03-14 18:53:00,62.1,,84.0,30.04,10.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2127905,Bing,,2,2018-05-23 15:59:26,2018-05-23 21:59:26,38.55075,-121.42342,38.55207,-121.43297,0.524,At 65th St - Accident.,,El Dorado Fwy W,R,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2018-05-23 15:53:00,69.1,,57.0,29.89,10.0,SSW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1047757,MapQuest,201.0,2,2018-05-31 04:03:04,2018-05-31 04:32:51,42.941658000000004,-85.677605,,,0.0,Accident on Hall St at US-131.,411.0,Hall St SW,R,Grand Rapids,Kent,MI,49507,US,US/Eastern,KGRR,2018-05-31 03:53:00,71.1,,,29.57,10.0,SW,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1650844,MapQuest,201.0,2,2017-09-27 10:12:05,2017-09-27 10:56:39,37.639931,-77.491302,,,0.0,Left lane closed due to accident on VA-73 Parham Rd Eastbound at Woodman Rd.,,E Parham Rd,R,Henrico,Henrico,VA,23228,US,US/Eastern,KOFP,2017-09-27 09:54:00,79.0,,77.0,29.87,10.0,North,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1314340,MapQuest,241.0,3,2018-02-08 08:34:25,2018-02-08 09:03:48,29.784723,-95.68821700000001,,,0.0,Lane blocked and right hand shoulder blocked due to accident on I-10 Eastbound at Baker Cypress Rd.,,US-90 E,R,Houston,Harris,TX,77094,US,US/Central,KSGR,2018-02-08 08:53:00,45.0,40.1,71.0,30.44,10.0,ENE,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-272746,MapQuest,201.0,3,2017-01-24 08:23:47,2017-01-24 09:23:47,32.771267,-96.77803,,,0.01,Accident on I-45 Northbound at Exit 283B US-175.,,I-45 N,R,Dallas,Dallas,TX,75215,US,US/Central,KDAL,2017-01-24 07:53:00,52.0,,61.0,29.69,10.0,SE,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1694499,MapQuest,201.0,3,2017-08-16 09:38:01,2017-08-16 10:07:44,38.207497,-85.750984,,,0.0,Right hand shoulder blocked due to accident on I-65 Southbound at Exit 132 Crittenden Dr.,,Dr Martin Luther King Jr Expy N,R,Louisville,Jefferson,KY,40209,US,US/Eastern,KSDF,2017-08-16 09:56:00,81.0,,72.0,30.01,7.0,Variable,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1816508,Bing,,2,2016-07-03 04:19:06,2016-07-03 10:19:06,39.78513,-86.13866,39.786229999999996,-86.13603,0.159,At I-65/Exit 83 - Accident.,,I-70 E,R,Indianapolis,Marion,IN,46202,US,US/Eastern,KEYE,2016-07-03 03:53:00,64.0,,78.0,30.06,10.0,ESE,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2239184,Bing,,2,2017-08-18 15:42:55,2017-08-18 21:42:55,34.0378,-118.2798,34.03787,-118.27287,0.397,At I-110/CA-110/Harbor Fwy - Accident.,,W Washington Blvd,R,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2017-08-18 15:47:00,77.0,,58.0,29.94,10.0,Variable,4.6,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1438352,MapQuest,201.0,2,2017-12-12 06:58:09,2017-12-12 07:27:57,29.825689,-95.399582,,,0.0,Accident on Yale St at Hyta St.,4300.0,Yale St,L,Houston,Harris,TX,77018-5733,US,US/Central,KMCJ,2017-12-12 06:55:00,53.6,,35.0,30.26,10.0,North,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2194451,Bing,,2,2017-12-26 07:17:04,2017-12-26 13:17:04,33.71134,-84.21434,33.71209,-84.22018,0.34,At Wesley Chapel Rd/Exit 68 - Accident. Right lane blocked.,,I-20 W,R,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2017-12-26 06:52:00,30.9,23.5,61.0,30.45,10.0,East,8.1,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-616007,MapQuest,343.0,2,2019-02-22 04:09:52,2019-02-22 04:37:25,27.159461999999998,-80.302025,,,0.0,Queueing traffic and right hand shoulder blocked due to earlier accident on Florida's Tpke Northbound before Exit 133 FL-714 Martin Downs Blvd.,3590.0,SW Martin Hwy,L,Palm City,Martin,FL,34990-8140,US,US/Eastern,KSUA,2019-02-22 04:15:00,73.4,,83.0,30.13,10.0,SSE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-533166,MapQuest,241.0,2,2019-03-14 16:22:24,2019-03-14 17:22:06,37.654720000000005,-78.96151,,,0.0,Lane blocked due to accident on US-29 Amherst Hwy Southbound at Geddes Mountain Rd.,2972.0,N Amherst Hwy,R,Amherst,Amherst,VA,24521-4776,US,US/Eastern,KLYH,2019-03-14 15:54:00,69.1,,51.0,30.07,10.0,SW,9.2,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2220830,Bing,,2,2017-09-06 16:14:21,2017-09-06 22:14:21,40.52527,-74.28898000000001,40.523959999999995,-74.28997,0.10400000000000001,At New Brunswick Ave - Accident.,,NJ-440 S,R,Perth Amboy,Middlesex,NJ,08861,US,US/Eastern,KLDJ,2017-09-06 16:15:00,63.1,,84.0,29.89,10.0,North,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
